Name,Number,Address,City,Map Link,Website,Cleaned Website,,,,
Southeast Cold Storage,(229) 273-0510,"102 N Midway Rd, Cordele, GA 31015, USA", Cordele,https://maps.google.com/?cid=12985345841243049783,,,,,,
Trenton Mini Warehouses,(423) 309-6105,"GA-136, Trenton, GA 30752, USA", Trenton,https://maps.google.com/?cid=10732803342179674402,,,,,,
Smokey's Storage,(706) 657-6323,"5851 GA-136, Trenton, GA 30752, USA", Trenton,https://maps.google.com/?cid=12681945623880025761,,,,,,
400 Mini Storage,(706) 216-2121,"56 Heath Rd, Dawsonville, GA 30534, USA", Dawsonville,https://maps.google.com/?cid=11129682208332140386,,,,,,
Albany Cold Storage LLC,(229) 888-7883,"1130 Seminole Ln, Albany, GA 31707, USA", Albany,https://maps.google.com/?cid=13467285386464687872,,,,,,
Bush's Self Storage,(229) 432-5753,"1540 US-19, Leesburg, GA 31763, USA", Leesburg,https://maps.google.com/?cid=13602641483998202950,,,,,,
5-Points Mini Warehouse,(229) 888-2519,"107 N Mock Rd # B1, Albany, GA 31705, USA", Albany,https://maps.google.com/?cid=9299506509483030974,,,,,,
Simpson Storage LLC,(229) 439-2517,"1300 S Mock Rd, Albany, GA 31705, USA", Albany,https://maps.google.com/?cid=8011042145123212939,,,,,,
Air Safe Self Storage,(229) 435-5600,"2711 Gillionville Rd, Albany, GA 31721, USA", Albany,https://maps.google.com/?cid=11340726302217579490,,,,,,
Premier Storage and Flea Market,(770) 920-1778,"1516 Municipal Pkwy, Douglasville, GA 30134, USA", Douglasville,https://maps.google.com/?cid=17730937356025392882,,,,,,
Austell/Lithia Storage,(770) 745-4422,"3220 Veterans Memorial Hwy, Lithia Springs, GA 30122, USA", Lithia Springs,https://maps.google.com/?cid=15768161145814733032,,,,,,
Budget Storage,(706) 283-2358,"227 McDonough St, Elberton, GA 30635, USA", Elberton,https://maps.google.com/?cid=17951667066603646352,,,,,,
Trash or Treasures Storage,(706) 359-2144,"1540 Adams Industrial Dr, Elberton, GA 30635, USA", Elberton,https://maps.google.com/?cid=7667532075291329384,,,,,,
Ace Mini Storage,(706) 632-6615,"675 Industrial Park Rd, Blue Ridge, GA 30513, USA", Blue Ridge,https://maps.google.com/?cid=15256493959752059169,,,,,,
A Plus Storage,(706) 955-0885,"5550 Blue Ridge Dr #3269, Blue Ridge, GA 30513, USA", Blue Ridge,https://maps.google.com/?cid=3245371764009241573,,,,,,
74 Mini Storage,(470) 414-2910,"137 Commerce Dr, Tyrone, GA 30290, USA", Tyrone,https://maps.google.com/?cid=10717443539071455329,,,,,,
Shamrock Self-Storage,(770) 486-6640,"430 Senoia Rd, Tyrone, GA 30290, USA", Tyrone,https://maps.google.com/?cid=4641675955519912615,,,,,,
KBS Mini Warehouses,(770) 403-9888,"1200 Dean Ave, Rome, GA 30161, USA", Rome,https://maps.google.com/?cid=13673942651421853047,,,,,,
Mt Berry Mini Warehouses,(706) 235-5777,"3135 Martha Berry Hwy NW, Rome, GA 30165, USA", Rome,https://maps.google.com/?cid=10394797881249436153,,,,,,
The Storage Center,(706) 291-1856,"1866 Calhoun Rd NE, Rome, GA 30161, USA", Rome,https://maps.google.com/?cid=2928488674268750745,,,,,,
Southern Self Storage,(706) 245-7238,"218 Franklin Springs St, Royston, GA 30662, USA", Royston,https://maps.google.com/?cid=11945525156345871114,,,,,,
Self Storage Brooks Property Rental,(706) 498-0621,"77 Spring St, Royston, GA 30662, USA", Royston,https://maps.google.com/?cid=13107878310625532884,,,,,,
Tri-County Self Storage,(706) 338-0732,"201 Tony Jones St, Royston, GA 30662, USA", Royston,https://maps.google.com/?cid=18440650768004470160,,,,,,
A 1 Storage,(706) 356-0555,"95 Clear Creek Pkwy, Lavonia, GA 30553, USA", Lavonia,https://maps.google.com/?cid=828338388220394213,,,,,,
Just For Now Storage,(706) 356-2385,"12022 Augusta Rd, Lavonia, GA 30553, USA", Lavonia,https://maps.google.com/?cid=7943364761901412503,,,,,,
4-A Mini Warehouse A U-haul Dealer,(706) 635-5794,"40 Soccer Field Rd, Ellijay, GA 30540, USA", Ellijay,https://maps.google.com/?cid=8814539022796173798,,,,,,
Mini World Storage LLC,(706) 636-1188,"767 Progress Rd, Ellijay, GA 30540, USA", Ellijay,https://maps.google.com/?cid=5474241013067069427,,,,,,
Boardtown Mini-Storage,(706) 635-2827,"807 Boardtown Rd, Ellijay, GA 30540, USA", Ellijay,https://maps.google.com/?cid=4737212761091013358,,,,,,
Absolute Storage,(706) 276-2430,"528 Maddox Dr # 1, Ellijay, GA 30540, USA", Ellijay,https://maps.google.com/?cid=9827943465279540032,,,,,,
Hwy 17 Self Storage,(912) 574-7990,"3565 Darien Hwy, Brunswick, GA 31525, USA", Brunswick,https://maps.google.com/?cid=18089245886575194483,,,,,,
Pro Storage,(912) 264-5056,"3945 Darien Hwy, Brunswick, GA 31525, USA", Brunswick,https://maps.google.com/?cid=10709565482241039309,,,,,,
Econo Mini Storage,(912) 265-1008,"6083 New Jesup Hwy # O, Brunswick, GA 31523, USA", Brunswick,https://maps.google.com/?cid=11015084710112763253,,,,,,
Wol storage,(917) 916-6895,"255 Newtown Rd NE, Calhoun, GA 30701, USA", Calhoun,https://maps.google.com/?cid=15557983357159891299,,,,,,
Atlanta Cold Storage Containers,(678) 283-2833,"1343 Swallows Walk, Grayson, GA 30017, USA", Grayson,https://maps.google.com/?cid=15357667292446549339,,,,,,
Peachtree Industrial Boat & Mini Storage,(770) 945-7890,"2892 Peachtree Industrial Blvd, Buford, GA 30518, USA", Buford,https://maps.google.com/?cid=5411058451754593140,,,,,,
Loganville Mini Storage,(770) 554-0246,"779 Lee Byrd Rd, Loganville, GA 30052, USA", Loganville,https://maps.google.com/?cid=14327342923281723461,,,,,,
Aurburn Self Storage,(770) 979-4040,"1595 Castle Pointe Cove, Grayson, GA 30017, USA", Grayson,https://maps.google.com/?cid=15745332951892309237,,,,,,
California Portable Storage,(678) 344-5048,"1478 Brentford Cove, Snellville, GA 30078, USA", Snellville,https://maps.google.com/?cid=5868447452217352909,,,,,,
BLT Mini Storage,(706) 778-6427,"181 Luthi Rd, Alto, GA 30510, USA", Alto,https://maps.google.com/?cid=3882425740715731981,,,,,,
Forest Lane Mini Storage,(706) 778-0140,"2811 Old Level Grove Rd, Cornelia, GA 30531, USA", Cornelia,https://maps.google.com/?cid=2696191318568275174,,,,,,
Cornelia Mini-Storage,(706) 778-1464,"508 Town Centre Dr, Cornelia, GA 30531, USA", Cornelia,https://maps.google.com/?cid=7405523258036394686,,,,,,
Gtx Mini Storage,(706) 754-5671,"5935 GA-115, Clarkesville, GA 30523, USA", Clarkesville,https://maps.google.com/?cid=4198046376910589347,,,,,,
Oak St Mini Storage,(770) 297-9212,"825 Oak St, Gainesville, GA 30501, USA", Gainesville,https://maps.google.com/?cid=7966478499271057012,,,,,,
Safe Place Self-Storage,(770) 532-1733,"2225 Old Hamilton Pl, Gainesville, GA 30507, USA", Gainesville,https://maps.google.com/?cid=10026153102055338303,,,,,,
Browns Bridge Mini Storage,(770) 534-8813,"2326 Browns Bridge Rd, Gainesville, GA 30504, USA", Gainesville,https://maps.google.com/?cid=1988308628835031733,,,,,,
A-1 Lakeside Self Storage,(770) 297-1400,"2221 Dawsonville Hwy, Gainesville, GA 30506, USA", Gainesville,https://maps.google.com/?cid=5181249030167288749,,,,,,
Oak Ridge Mini Storage,(770) 534-5939,"3736 Old Flowery Branch Rd, Oakwood, GA 30566, USA", Oakwood,https://maps.google.com/?cid=7038328810168796124,,,,,,
Happy Pappy's Storage,(770) 532-1293,"3565 Thompson Bridge Rd, Gainesville, GA 30506, USA", Gainesville,https://maps.google.com/?cid=12767139195662996794,,,,,,
Tadmore Mini Storage,(770) 536-0421,"3010 Harmony Church Rd, Gainesville, GA 30507, USA", Gainesville,https://maps.google.com/?cid=6948341615579647241,,,,,,
West Point Self Storage,(706) 643-5700,"1501 US-29, West Point, GA 31833, USA", West Point,https://maps.google.com/?cid=2258571004053350593,,,,,,
RiTe Place Storage,(334) 768-2131,"17 E 24th St, Lanett, AL 36863, USA", Lanett,https://maps.google.com/?cid=18265278830086765374,,,,,,
Hartwell Mini Warehouses,(706) 376-2209,"351 W Johnson St, Hartwell, GA 30643, USA", Hartwell,https://maps.google.com/?cid=14198110276394578574,,,,,,
Zack's Mini Warehouses,(678) 369-2066,"3300 Jodeco Rd, McDonough, GA 30253, USA", McDonough,https://maps.google.com/?cid=16336505335651591715,,,,,,
Gunn Road Mini-Storage,(478) 953-0901,"211 Gunn Rd, Warner Robins, GA 31093, USA", Warner Robins,https://maps.google.com/?cid=5311512960078114928,,,,,,
41 North Self Storage,(478) 333-2224,"3421 US-41, Byron, GA 31008, USA", Byron,https://maps.google.com/?cid=11352030685452991927,,,,,,
Castaway Self Storage & Carwash,(478) 953-1100,"3528 U.S. Hwy 41 North, Byron, GA 31008, USA", Byron,https://maps.google.com/?cid=8159191218787290896,,,,,,
Dixieland Mini Warehouses,(478) 923-7377,"150 Commercial Alley, Centerville, GA 31028, USA", Centerville,https://maps.google.com/?cid=13751369826440765032,,,,,,
U Stuff It Storage,(478) 929-5615,"2274 Moody Rd, Warner Robins, GA 31088, USA", Warner Robins,https://maps.google.com/?cid=2209113344760871709,,,,,,
Stor-A-Way Self Storage,(478) 922-5284,"1024 N Davis Dr, Warner Robins, GA 31093, USA", Warner Robins,https://maps.google.com/?cid=3053046432777471121,,,,,,
Jefferson Self Storage,(706) 387-0588,"124 Sycamore St, Jefferson, GA 30549, USA", Jefferson,https://maps.google.com/?cid=8532261018945946082,,,,,,
Hazlehurst Mini Storage,(912) 375-4868,"36 W Jefferson St, Hazlehurst, GA 31539, USA", Hazlehurst,https://maps.google.com/?cid=5483294121422256799,,,,,,
Eagle Self Storage,(478) 982-3295,"1009 GA-23, Millen, GA 30442, USA", Millen,https://maps.google.com/?cid=16296561455461213882,,,,,,
Mc Coy's Self Storage,(770) 358-0299,"291 Old 41 Hwy, Barnesville, GA 30204, USA", Barnesville,https://maps.google.com/?cid=12393193282275790486,,,,,,
Barnesville Self Storage,(770) 358-6439,"132 Mathews St, Barnesville, GA 30204, USA", Barnesville,https://maps.google.com/?cid=10709737048892446278,,,,,,
Southern Security Self Storage,(770) 358-7887,"698 Veterans Pkwy, Barnesville, GA 30204, USA", Barnesville,https://maps.google.com/?cid=2277292240109211056,,,,,,
Downtown Self Storage,(478) 272-3545,"125 N Franklin St, Dublin, GA 31021, USA", Dublin,https://maps.google.com/?cid=9472343006337889338,,,,,,
A & G Mini Storage,(478) 272-6763,"301 E Jackson St, Dublin, GA 31021, USA", Dublin,https://maps.google.com/?cid=3041634794043412082,,,,,,
Shur-Lock Mini Storage,(912) 369-3475,"100 Bright's Lake Rd, Hinesville, GA 31313, USA", Hinesville,https://maps.google.com/?cid=9503545998498773105,,,,,,
I-95 Mini Storage,(912) 884-3504,"11868 E Oglethorpe Hwy, Midway, GA 31320, USA", Midway,https://maps.google.com/?cid=3725337635387099805,,,,,,
Mid South Super Storage,(229) 245-0620,"379 Connell Rd, Valdosta, GA 31602, USA", Valdosta,https://maps.google.com/?cid=16926876600904364354,,,,,,
ABS Mini Storage,(706) 867-1380,"Oak Grove Rd, Dahlonega, GA 30533, USA", Dahlonega,https://maps.google.com/?cid=17459616601740589916,,,,,,
Millie's Mini Storage,(706) 864-9051,"28 Millies Pl, Dahlonega, GA 30533, USA", Dahlonega,https://maps.google.com/?cid=10099406043041588265,,,,,,
Hall's Mini Warehouses,(229) 376-0607,"516-710 Old Georgia Hwy 3, Camilla, GA 31730, USA", Camilla,https://maps.google.com/?cid=6732009147284501591,,,,,,
CCM Mini Warehouses,(706) 695-1440,"3918 US-76, Chatsworth, GA 30705, USA", Chatsworth,https://maps.google.com/?cid=3774988020046479952,,,,,,
B A's Mini Warehouses,(706) 695-4800,"124 W Walnut St, Chatsworth, GA 30705, USA", Chatsworth,https://maps.google.com/?cid=12834095478308339958,,,,,,
Victory Drive Storage,(706) 689-9798,"4375 Victory Dr, Columbus, GA 31903, USA", Columbus,https://maps.google.com/?cid=452613670123360951,,,,,,
Ward's Storage,(706) 689-9900,"2009 Phillips St, Columbus, GA 31903, USA", Columbus,https://maps.google.com/?cid=1774802634083357918,,,,,,
Affordable Self-Storage East,(678) 342-2344,"5272 GA-20, Covington, GA 30016, USA", Covington,https://maps.google.com/?cid=3780819908403621409,,,,,,
Oconee Storage Inc,(706) 769-1959,"1120 Cumberland Rd, Watkinsville, GA 30677, USA", Watkinsville,https://maps.google.com/?cid=2044973713468845086,,,,,,
Mountain Rentals And Mini Storage,(706) 692-5897,"94 Sanders St, Jasper, GA 30143, USA", Jasper,https://maps.google.com/?cid=4888949355153425321,,,,,,
Bent Canoe Storage,(706) 253-1273,"51 Old Cove Rd S, Jasper, GA 30143, USA", Jasper,https://maps.google.com/?cid=10785387705982796151,,,,,,
Jasper Self Storage,(706) 692-9306,"48 Nix Rd, Jasper, GA 30143, USA", Jasper,https://maps.google.com/?cid=1444586868357156188,,,,,,
Plant Ave Self Storage,(912) 288-8717,"Linden Dr, Waycross, GA 31501, USA", Waycross,https://maps.google.com/?cid=16571933453951863375,,,,,,
Ark Storage,(770) 567-4275,"230 County Farm Rd, Zebulon, GA 30295, USA", Zebulon,https://maps.google.com/?cid=10909026633591507954,,,,,,
West Side Mini Warehouses,(770) 748-8493,"1401 Rockmart Hwy, Cedartown, GA 30125, USA", Cedartown,https://maps.google.com/?cid=971069282473432715,,,,,,
Cedartown Self Storage,(770) 748-5784,"1845 Rockmart Hwy, Cedartown, GA 30125, USA", Cedartown,https://maps.google.com/?cid=7503231429939515394,,,,,,
Carlton McCain Realty and Mini Storage,(770) 748-8097,"1210 Rockmart Hwy, Cedartown, GA 30125, USA", Cedartown,https://maps.google.com/?cid=7079589887779100001,,,,,,
Hartford Storage,(478) 231-8381,"77 Upper River Rd, Hawkinsville, GA 31036, USA", Hawkinsville,https://maps.google.com/?cid=1035369477688664265,,,,,,
Town Creek Storage,(478) 892-2979,"99 Industrial Blvd, Hawkinsville, GA 31036, USA", Hawkinsville,https://maps.google.com/?cid=10230415939879598913,,,,,,
In Town Storage,(706) 782-0103,"287 US-441, Clayton, GA 30525, USA", Clayton,https://maps.google.com/?cid=3185759973354798536,,,,,,
Wiley Mini & Boat Storage,(706) 782-3782,"153 Transom Ln, Wiley, GA 30581, USA", Wiley,https://maps.google.com/?cid=16929120502070835319,,,,,,
Mill Creek Storage,(706) 746-5709,"Kelly's Creek Rd, Dillard, GA 30537, USA", Dillard,https://maps.google.com/?cid=5607536680899461304,,,,,,
Mathis Self Storage,(770) 228-2975,"111 Patterson Rd, Griffin, GA 30223, USA", Griffin,https://maps.google.com/?cid=4366513690088993000,,,,,,
Haddock Self Storage,(706) 886-7722,"489 Oak Valley Rd, Toccoa, GA 30577, USA", Toccoa,https://maps.google.com/?cid=9194589434128388597,,,,,,
Personal & Business Storage Co,(912) 654-4089,"301 Cloverdale Rd, Glennville, GA 30427, USA", Glennville,https://maps.google.com/?cid=6508717189709469712,,,,,,
Willis ag storage,(229) 995-2006,"4178 Albany Hwy, Dawson, GA 39842, USA", Dawson,https://maps.google.com/?cid=9110517471083179776,,,,,,
Chastain Bicycle Co-Mini Warehouse,(229) 228-1694,"628 W Jackson St, Thomasville, GA 31792, USA", Thomasville,https://maps.google.com/?cid=11973309410339643884,,,,,,
Tomlinson Self Storage,(229) 226-2828,"828B Smith Ave, Thomasville, GA 31792, USA", Thomasville,https://maps.google.com/?cid=18165366874932091648,,,,,,
Northside Mini Warehouses,(229) 228-5966,"1656 Hall Rd, Thomasville, GA 31757, USA", Thomasville,https://maps.google.com/?cid=16126968335197756257,,,,,,
Carpenter Road Self-Storage,(229) 388-0653,"3159 Carpenter Rd S, Tifton, GA 31793, USA", Tifton,https://maps.google.com/?cid=18235174154164825095,,,,,,
Storage Solutions Of Tifton,(229) 382-2332,"3141 Carpenter Rd S, Tifton, GA 31793, USA", Tifton,https://maps.google.com/?cid=173525403503805471,,,,,,
New River Self Storage,(229) 326-1112,"36 New River Church Rd, Tifton, GA 31794, USA", Tifton,https://maps.google.com/?cid=619671680172362721,,,,,,
Mini Self Storage,(229) 386-0808,"3698 US-82, Tifton, GA 31793, USA", Tifton,https://maps.google.com/?cid=278955426873673729,,,,,,
Oakridge Mini Storage,(229) 386-8541,"484 Oakridge Church Rd, Tifton, GA 31794, USA", Tifton,https://maps.google.com/?cid=12637207672181726223,,,,,,
Target Mini Storage LLC,(912) 538-0100,"915 Mt Vernon Rd Hwy, Vidalia, GA 30474, USA", Vidalia,https://maps.google.com/?cid=2606597068252258306,,,,,,
Irish Moving & Storage,(912) 537-4505,"Vidalia, GA 30474, USA",Vidalia,https://maps.google.com/?cid=16228918898005442226,,,,,,
C & T Mini Storage,(912) 526-8142,"721 S State St, Lyons, GA 30436, USA", Lyons,https://maps.google.com/?cid=7542431925292978833,,,,,,
Streak Hill Mini Storage,(706) 896-2819,"2591 Rogers Ct, Hiawassee, GA 30546, USA", Hiawassee,https://maps.google.com/?cid=15371992561354099921,,,,,,
Lee's Crossing Mini Storage,(706) 884-1074,"2063 W Point Rd, LaGrange, GA 30240, USA", LaGrange,https://maps.google.com/?cid=11026918125637442918,,,,,,
DT Mini-Storage,(706) 745-3719,"1224 Pat Haralson Dr, Blairsville, GA 30512, USA", Blairsville,https://maps.google.com/?cid=2710195806018219172,,,,,,
Blairsville Storage LLC,(706) 897-5857,"47 Doc Thomas Ridge Rd, Blairsville, GA 30512, USA", Blairsville,https://maps.google.com/?cid=13263707070275863409,,,,,,
Lake Nottely Self Storage,(706) 994-7927,"76 Gibbs Rd, Blairsville, GA 30512, USA", Blairsville,https://maps.google.com/?cid=5883297188780658580,,,,,,
West End Mini Storage,(706) 647-9271,"Crawley St, Thomaston, GA 30286, USA", Thomaston,https://maps.google.com/?cid=8430669238697443354,,,,,,
Semi-Storage,(706) 648-2010,"1305 Hannahs Mill Rd, Thomaston, GA 30286, USA", Thomaston,https://maps.google.com/?cid=12413151044531240581,,,,,,
Grier's Self Storage,(706) 648-3339,"Thomaston, GA 30286, USA",Thomaston,https://maps.google.com/?cid=6264475865414104488,,,,,,
A & A Mini Storage Inc,(770) 554-0693,"2280 Hwy 81, Loganville, GA 30052, USA", Loganville,https://maps.google.com/?cid=16785178274805062966,,,,,,
A-1 Self Storage,(912) 283-4888,"120 Knight Ave Cir, Waycross, GA 31503, USA", Waycross,https://maps.google.com/?cid=12802844910954571803,,,,,,
City Self Storage,(912) 285-7577,"810 Garlington Ave, Waycross, GA 31501, USA", Waycross,https://maps.google.com/?cid=635963695210814654,,,,,,
Store N' Lock Mini Storage,(912) 285-3805,"900 Tebeau St, Waycross, GA 31501, USA", Waycross,https://maps.google.com/?cid=13414497796597972161,,,,,,
E-Z Self Storage,(478) 552-9696,"532 E McCarty St, Sandersville, GA 31082, USA", Sandersville,https://maps.google.com/?cid=9677873198933562076,,,,,,
Jesup Mini Storage,(912) 427-3746,"1301 S 1st St, Jesup, GA 31545, USA", Jesup,https://maps.google.com/?cid=13208534172926605811,,,,,,
129 Mini Storage,(706) 219-3578,"141 Warehouse Dr, Cleveland, GA 30528, USA", Cleveland,https://maps.google.com/?cid=16697620285363725866,,,,,,
RW Mini Storage,(706) 529-3300,"433 S Spencer St, Dalton, GA 30721, USA", Dalton,https://maps.google.com/?cid=11280940822485193384,,,,,,
Sentry Climate Control Storage,(706) 226-3433,"1006 Trammell St, Dalton, GA 30720, USA", Dalton,https://maps.google.com/?cid=6884538147152944048,,,,,,
King Self Storage Inc,(706) 277-1150,"2440 Dug Gap Rd, Dalton, GA 30720, USA", Dalton,,,,,,,
